category,province,city,district,canonical_url,primary_keyword,secondary_keyword_1,secondary_keyword_2,open_count,coordinate_count,data_quality,seo_status,current_title,proposed_title,current_h1,proposed_h1,priority
"COST_REGION","부산광역시","사하구","","https://pet.dudle.co.kr/cost/busan/r-26380","사하구 동물병원 진료비","사하구 동물병원 진료비 2025 공식 통계","사하구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","사하구 동물병원 진료비·가격 통계","사하구 동물병원 진료비 | 2025 공식 통계","사하구 동물병원 진료비","사하구 동물병원 진료비","P1"
"COST_REGION","부산광역시","금정구","","https://pet.dudle.co.kr/cost/busan/r-26410","금정구 동물병원 진료비","금정구 동물병원 진료비 2025 공식 통계","금정구 동물병원 진료비 진료비 비교","31","0","MEDIUM","SEO_READY","금정구 동물병원 진료비·가격 통계","금정구 동물병원 진료비 | 2025 공식 통계","금정구 동물병원 진료비","금정구 동물병원 진료비","P1"
"COST_REGION","부산광역시","강서구","","https://pet.dudle.co.kr/cost/busan/r-26440","부산 강서구 동물병원 진료비","부산 강서구 동물병원 진료비 2025 공식 통계","부산 강서구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","부산 강서구 동물병원 진료비·가격 통계","부산 강서구 동물병원 진료비 | 2025 공식 통계","부산 강서구 동물병원 진료비","부산 강서구 동물병원 진료비","P1"
"COST_REGION","부산광역시","연제구","","https://pet.dudle.co.kr/cost/busan/r-26470","연제구 동물병원 진료비","연제구 동물병원 진료비 2025 공식 통계","연제구 동물병원 진료비 진료비 비교","33","0","MEDIUM","SEO_READY","연제구 동물병원 진료비·가격 통계","연제구 동물병원 진료비 | 2025 공식 통계","연제구 동물병원 진료비","연제구 동물병원 진료비","P1"
"COST_REGION","부산광역시","수영구","","https://pet.dudle.co.kr/cost/busan/r-26500","수영구 동물병원 진료비","수영구 동물병원 진료비 2025 공식 통계","수영구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","수영구 동물병원 진료비·가격 통계","수영구 동물병원 진료비 | 2025 공식 통계","수영구 동물병원 진료비","수영구 동물병원 진료비","P1"
"COST_REGION","부산광역시","사상구","","https://pet.dudle.co.kr/cost/busan/r-26530","사상구 동물병원 진료비","사상구 동물병원 진료비 2025 공식 통계","사상구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","사상구 동물병원 진료비·가격 통계","사상구 동물병원 진료비 | 2025 공식 통계","사상구 동물병원 진료비","사상구 동물병원 진료비","P1"
"COST_REGION","부산광역시","기장군","","https://pet.dudle.co.kr/cost/busan/r-26710","기장군 동물병원 진료비","기장군 동물병원 진료비 2025 공식 통계","기장군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","기장군 동물병원 진료비·가격 통계","기장군 동물병원 진료비 | 2025 공식 통계","기장군 동물병원 진료비","기장군 동물병원 진료비","P1"
"COST_REGION","충청북도","","","https://pet.dudle.co.kr/cost/chungbuk","충청북 동물병원 진료비","충청북 동물병원 진료비 2025 공식 통계","충청북 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","충청북 동물병원 진료비·가격 통계","충청북 동물병원 진료비 | 2025 공식 통계","충청북 동물병원 진료비","충청북 동물병원 진료비","P1"
"COST_REGION","충청북도","청주시","","https://pet.dudle.co.kr/cost/chungbuk/cheongju","청주 동물병원 진료비","청주 동물병원 진료비 2025 공식 통계","청주 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","청주 동물병원 진료비·가격 통계","청주 동물병원 진료비 | 2025 공식 통계","청주 동물병원 진료비","청주 동물병원 진료비","P0"
"COST_REGION","충청북도","청주시","","https://pet.dudle.co.kr/cost/chungbuk/r-43110","청주 동물병원 진료비","청주 동물병원 진료비 2025 공식 통계","청주 동물병원 진료비 진료비 비교","0","0","MEDIUM","NOINDEX_LOW_DATA","청주 동물병원 진료비·가격 통계","청주 동물병원 진료비 | 2025 공식 통계","청주 동물병원 진료비","청주 동물병원 진료비","NOINDEX"
"COST_REGION","충청북도","충주시","","https://pet.dudle.co.kr/cost/chungbuk/r-43130","충주 동물병원 진료비","충주 동물병원 진료비 2025 공식 통계","충주 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","충주 동물병원 진료비·가격 통계","충주 동물병원 진료비 | 2025 공식 통계","충주 동물병원 진료비","충주 동물병원 진료비","P1"
"COST_REGION","충청북도","제천시","","https://pet.dudle.co.kr/cost/chungbuk/r-43150","제천 동물병원 진료비","제천 동물병원 진료비 2025 공식 통계","제천 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","제천 동물병원 진료비·가격 통계","제천 동물병원 진료비 | 2025 공식 통계","제천 동물병원 진료비","제천 동물병원 진료비","P1"
"COST_REGION","충청북도","보은군","","https://pet.dudle.co.kr/cost/chungbuk/r-43720","보은군 동물병원 진료비","보은군 동물병원 진료비 2025 공식 통계","보은군 동물병원 진료비 진료비 비교","20","0","MEDIUM","SEO_READY","보은군 동물병원 진료비·가격 통계","보은군 동물병원 진료비 | 2025 공식 통계","보은군 동물병원 진료비","보은군 동물병원 진료비","P1"
"COST_REGION","충청북도","옥천군","","https://pet.dudle.co.kr/cost/chungbuk/r-43730","옥천군 동물병원 진료비","옥천군 동물병원 진료비 2025 공식 통계","옥천군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","옥천군 동물병원 진료비·가격 통계","옥천군 동물병원 진료비 | 2025 공식 통계","옥천군 동물병원 진료비","옥천군 동물병원 진료비","P1"
"COST_REGION","충청북도","영동군","","https://pet.dudle.co.kr/cost/chungbuk/r-43740","영동군 동물병원 진료비","영동군 동물병원 진료비 2025 공식 통계","영동군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","영동군 동물병원 진료비·가격 통계","영동군 동물병원 진료비 | 2025 공식 통계","영동군 동물병원 진료비","영동군 동물병원 진료비","P1"
"COST_REGION","충청북도","증평군","","https://pet.dudle.co.kr/cost/chungbuk/r-43745","증평군 동물병원 진료비","증평군 동물병원 진료비 2025 공식 통계","증평군 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","증평군 동물병원 진료비·가격 통계","증평군 동물병원 진료비 | 2025 공식 통계","증평군 동물병원 진료비","증평군 동물병원 진료비","P1"
"COST_REGION","충청북도","진천군","","https://pet.dudle.co.kr/cost/chungbuk/r-43750","진천군 동물병원 진료비","진천군 동물병원 진료비 2025 공식 통계","진천군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","진천군 동물병원 진료비·가격 통계","진천군 동물병원 진료비 | 2025 공식 통계","진천군 동물병원 진료비","진천군 동물병원 진료비","P1"
"COST_REGION","충청북도","괴산군","","https://pet.dudle.co.kr/cost/chungbuk/r-43760","괴산군 동물병원 진료비","괴산군 동물병원 진료비 2025 공식 통계","괴산군 동물병원 진료비 진료비 비교","20","0","MEDIUM","SEO_READY","괴산군 동물병원 진료비·가격 통계","괴산군 동물병원 진료비 | 2025 공식 통계","괴산군 동물병원 진료비","괴산군 동물병원 진료비","P1"
"COST_REGION","충청북도","음성군","","https://pet.dudle.co.kr/cost/chungbuk/r-43770","음성군 동물병원 진료비","음성군 동물병원 진료비 2025 공식 통계","음성군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","음성군 동물병원 진료비·가격 통계","음성군 동물병원 진료비 | 2025 공식 통계","음성군 동물병원 진료비","음성군 동물병원 진료비","P1"
"COST_REGION","충청남도","","","https://pet.dudle.co.kr/cost/chungnam","충청남 동물병원 진료비","충청남 동물병원 진료비 2025 공식 통계","충청남 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","충청남 동물병원 진료비·가격 통계","충청남 동물병원 진료비 | 2025 공식 통계","충청남 동물병원 진료비","충청남 동물병원 진료비","P1"
"COST_REGION","충청남도","천안시","","https://pet.dudle.co.kr/cost/chungnam/r-44130","천안 동물병원 진료비","천안 동물병원 진료비 2025 공식 통계","천안 동물병원 진료비 진료비 비교","0","0","MEDIUM","NOINDEX_LOW_DATA","천안 동물병원 진료비·가격 통계","천안 동물병원 진료비 | 2025 공식 통계","천안 동물병원 진료비","천안 동물병원 진료비","NOINDEX"
"COST_REGION","충청남도","천안시","","https://pet.dudle.co.kr/cost/chungnam/cheonan","천안 동물병원 진료비","천안 동물병원 진료비 2025 공식 통계","천안 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","천안 동물병원 진료비·가격 통계","천안 동물병원 진료비 | 2025 공식 통계","천안 동물병원 진료비","천안 동물병원 진료비","P0"
"COST_REGION","충청남도","공주시","","https://pet.dudle.co.kr/cost/chungnam/r-44150","공주 동물병원 진료비","공주 동물병원 진료비 2025 공식 통계","공주 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","공주 동물병원 진료비·가격 통계","공주 동물병원 진료비 | 2025 공식 통계","공주 동물병원 진료비","공주 동물병원 진료비","P1"
"COST_REGION","충청남도","보령시","","https://pet.dudle.co.kr/cost/chungnam/r-44180","보령 동물병원 진료비","보령 동물병원 진료비 2025 공식 통계","보령 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","보령 동물병원 진료비·가격 통계","보령 동물병원 진료비 | 2025 공식 통계","보령 동물병원 진료비","보령 동물병원 진료비","P1"
"COST_REGION","충청남도","아산시","","https://pet.dudle.co.kr/cost/chungnam/r-44200","아산 동물병원 진료비","아산 동물병원 진료비 2025 공식 통계","아산 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","아산 동물병원 진료비·가격 통계","아산 동물병원 진료비 | 2025 공식 통계","아산 동물병원 진료비","아산 동물병원 진료비","P1"
"COST_REGION","충청남도","서산시","","https://pet.dudle.co.kr/cost/chungnam/r-44210","서산 동물병원 진료비","서산 동물병원 진료비 2025 공식 통계","서산 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","서산 동물병원 진료비·가격 통계","서산 동물병원 진료비 | 2025 공식 통계","서산 동물병원 진료비","서산 동물병원 진료비","P1"
"COST_REGION","충청남도","논산시","","https://pet.dudle.co.kr/cost/chungnam/r-44230","논산 동물병원 진료비","논산 동물병원 진료비 2025 공식 통계","논산 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","논산 동물병원 진료비·가격 통계","논산 동물병원 진료비 | 2025 공식 통계","논산 동물병원 진료비","논산 동물병원 진료비","P1"
"COST_REGION","충청남도","계룡시","","https://pet.dudle.co.kr/cost/chungnam/r-44250","계룡 동물병원 진료비","계룡 동물병원 진료비 2025 공식 통계","계룡 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","계룡 동물병원 진료비·가격 통계","계룡 동물병원 진료비 | 2025 공식 통계","계룡 동물병원 진료비","계룡 동물병원 진료비","P1"
"COST_REGION","충청남도","당진시","","https://pet.dudle.co.kr/cost/chungnam/r-44270","당진 동물병원 진료비","당진 동물병원 진료비 2025 공식 통계","당진 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","당진 동물병원 진료비·가격 통계","당진 동물병원 진료비 | 2025 공식 통계","당진 동물병원 진료비","당진 동물병원 진료비","P1"
"COST_REGION","충청남도","금산군","","https://pet.dudle.co.kr/cost/chungnam/r-44710","금산군 동물병원 진료비","금산군 동물병원 진료비 2025 공식 통계","금산군 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","금산군 동물병원 진료비·가격 통계","금산군 동물병원 진료비 | 2025 공식 통계","금산군 동물병원 진료비","금산군 동물병원 진료비","P1"
"COST_REGION","충청남도","부여군","","https://pet.dudle.co.kr/cost/chungnam/r-44760","부여군 동물병원 진료비","부여군 동물병원 진료비 2025 공식 통계","부여군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","부여군 동물병원 진료비·가격 통계","부여군 동물병원 진료비 | 2025 공식 통계","부여군 동물병원 진료비","부여군 동물병원 진료비","P1"
"COST_REGION","충청남도","서천군","","https://pet.dudle.co.kr/cost/chungnam/r-44770","서천군 동물병원 진료비","서천군 동물병원 진료비 2025 공식 통계","서천군 동물병원 진료비 진료비 비교","15","0","MEDIUM","SEO_READY","서천군 동물병원 진료비·가격 통계","서천군 동물병원 진료비 | 2025 공식 통계","서천군 동물병원 진료비","서천군 동물병원 진료비","P1"
"COST_REGION","충청남도","홍성군","","https://pet.dudle.co.kr/cost/chungnam/r-44800","홍성군 동물병원 진료비","홍성군 동물병원 진료비 2025 공식 통계","홍성군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","홍성군 동물병원 진료비·가격 통계","홍성군 동물병원 진료비 | 2025 공식 통계","홍성군 동물병원 진료비","홍성군 동물병원 진료비","P1"
"COST_REGION","충청남도","예산군","","https://pet.dudle.co.kr/cost/chungnam/r-44810","예산군 동물병원 진료비","예산군 동물병원 진료비 2025 공식 통계","예산군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","예산군 동물병원 진료비·가격 통계","예산군 동물병원 진료비 | 2025 공식 통계","예산군 동물병원 진료비","예산군 동물병원 진료비","P1"
"COST_REGION","충청남도","태안군","","https://pet.dudle.co.kr/cost/chungnam/r-44825","태안군 동물병원 진료비","태안군 동물병원 진료비 2025 공식 통계","태안군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","태안군 동물병원 진료비·가격 통계","태안군 동물병원 진료비 | 2025 공식 통계","태안군 동물병원 진료비","태안군 동물병원 진료비","P1"
"COST_REGION","대구광역시","","","https://pet.dudle.co.kr/cost/daegu","대구 동물병원 진료비","대구 동물병원 진료비 2025 공식 통계","대구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","대구 동물병원 진료비·가격 통계","대구 동물병원 진료비 | 2025 공식 통계","대구 동물병원 진료비","대구 동물병원 진료비","P0"
"COST_REGION","대구광역시","중구","","https://pet.dudle.co.kr/cost/daegu/r-27110","대구 중구 동물병원 진료비","대구 중구 동물병원 진료비 2025 공식 통계","대구 중구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대구 중구 동물병원 진료비·가격 통계","대구 중구 동물병원 진료비 | 2025 공식 통계","대구 중구 동물병원 진료비","대구 중구 동물병원 진료비","P1"
"COST_REGION","대구광역시","동구","","https://pet.dudle.co.kr/cost/daegu/r-27140","대구 동구 동물병원 진료비","대구 동구 동물병원 진료비 2025 공식 통계","대구 동구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대구 동구 동물병원 진료비·가격 통계","대구 동구 동물병원 진료비 | 2025 공식 통계","대구 동구 동물병원 진료비","대구 동구 동물병원 진료비","P1"
"COST_REGION","대구광역시","서구","","https://pet.dudle.co.kr/cost/daegu/r-27170","대구 서구 동물병원 진료비","대구 서구 동물병원 진료비 2025 공식 통계","대구 서구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대구 서구 동물병원 진료비·가격 통계","대구 서구 동물병원 진료비 | 2025 공식 통계","대구 서구 동물병원 진료비","대구 서구 동물병원 진료비","P1"
"COST_REGION","대구광역시","남구","","https://pet.dudle.co.kr/cost/daegu/r-27200","대구 남구 동물병원 진료비","대구 남구 동물병원 진료비 2025 공식 통계","대구 남구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대구 남구 동물병원 진료비·가격 통계","대구 남구 동물병원 진료비 | 2025 공식 통계","대구 남구 동물병원 진료비","대구 남구 동물병원 진료비","P1"
"COST_REGION","대구광역시","북구","","https://pet.dudle.co.kr/cost/daegu/r-27230","대구 북구 동물병원 진료비","대구 북구 동물병원 진료비 2025 공식 통계","대구 북구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","대구 북구 동물병원 진료비·가격 통계","대구 북구 동물병원 진료비 | 2025 공식 통계","대구 북구 동물병원 진료비","대구 북구 동물병원 진료비","P1"
"COST_REGION","대구광역시","수성구","","https://pet.dudle.co.kr/cost/daegu/r-27260","수성구 동물병원 진료비","수성구 동물병원 진료비 2025 공식 통계","수성구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","수성구 동물병원 진료비·가격 통계","수성구 동물병원 진료비 | 2025 공식 통계","수성구 동물병원 진료비","수성구 동물병원 진료비","P1"
"COST_REGION","대구광역시","달서구","","https://pet.dudle.co.kr/cost/daegu/r-27290","달서구 동물병원 진료비","달서구 동물병원 진료비 2025 공식 통계","달서구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","달서구 동물병원 진료비·가격 통계","달서구 동물병원 진료비 | 2025 공식 통계","달서구 동물병원 진료비","달서구 동물병원 진료비","P1"
"COST_REGION","대구광역시","달성군","","https://pet.dudle.co.kr/cost/daegu/r-27710","달성군 동물병원 진료비","달성군 동물병원 진료비 2025 공식 통계","달성군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","달성군 동물병원 진료비·가격 통계","달성군 동물병원 진료비 | 2025 공식 통계","달성군 동물병원 진료비","달성군 동물병원 진료비","P1"
"COST_REGION","대전광역시","","","https://pet.dudle.co.kr/cost/daejeon","대전 동물병원 진료비","대전 동물병원 진료비 2025 공식 통계","대전 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","대전 동물병원 진료비·가격 통계","대전 동물병원 진료비 | 2025 공식 통계","대전 동물병원 진료비","대전 동물병원 진료비","P0"
"COST_REGION","대전광역시","동구","","https://pet.dudle.co.kr/cost/daejeon/r-30110","대전 동구 동물병원 진료비","대전 동구 동물병원 진료비 2025 공식 통계","대전 동구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대전 동구 동물병원 진료비·가격 통계","대전 동구 동물병원 진료비 | 2025 공식 통계","대전 동구 동물병원 진료비","대전 동구 동물병원 진료비","P1"
"COST_REGION","대전광역시","중구","","https://pet.dudle.co.kr/cost/daejeon/r-30140","대전 중구 동물병원 진료비","대전 중구 동물병원 진료비 2025 공식 통계","대전 중구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대전 중구 동물병원 진료비·가격 통계","대전 중구 동물병원 진료비 | 2025 공식 통계","대전 중구 동물병원 진료비","대전 중구 동물병원 진료비","P1"
"COST_REGION","대전광역시","서구","","https://pet.dudle.co.kr/cost/daejeon/r-30170","대전 서구 동물병원 진료비","대전 서구 동물병원 진료비 2025 공식 통계","대전 서구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","대전 서구 동물병원 진료비·가격 통계","대전 서구 동물병원 진료비 | 2025 공식 통계","대전 서구 동물병원 진료비","대전 서구 동물병원 진료비","P1"
"COST_REGION","대전광역시","유성구","","https://pet.dudle.co.kr/cost/daejeon/r-30200","유성구 동물병원 진료비","유성구 동물병원 진료비 2025 공식 통계","유성구 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","유성구 동물병원 진료비·가격 통계","유성구 동물병원 진료비 | 2025 공식 통계","유성구 동물병원 진료비","유성구 동물병원 진료비","P1"
"COST_REGION","대전광역시","대덕구","","https://pet.dudle.co.kr/cost/daejeon/r-30230","대덕구 동물병원 진료비","대덕구 동물병원 진료비 2025 공식 통계","대덕구 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","대덕구 동물병원 진료비·가격 통계","대덕구 동물병원 진료비 | 2025 공식 통계","대덕구 동물병원 진료비","대덕구 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","","","https://pet.dudle.co.kr/cost/gangwon","강원 동물병원 진료비","강원 동물병원 진료비 2025 공식 통계","강원 동물병원 진료비 진료비 비교","35","0","MEDIUM","SEO_READY","강원 동물병원 진료비·가격 통계","강원 동물병원 진료비 | 2025 공식 통계","강원 동물병원 진료비","강원 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","춘천시","","https://pet.dudle.co.kr/cost/gangwon/r-51110","춘천 동물병원 진료비","춘천 동물병원 진료비 2025 공식 통계","춘천 동물병원 진료비 진료비 비교","0","0","MEDIUM","NOINDEX_LOW_DATA","춘천 동물병원 진료비·가격 통계","춘천 동물병원 진료비 | 2025 공식 통계","춘천 동물병원 진료비","춘천 동물병원 진료비","NOINDEX"
"COST_REGION","강원특별자치도","춘천시","","https://pet.dudle.co.kr/cost/gangwon/chuncheon","춘천 동물병원 진료비","춘천 동물병원 진료비 2025 공식 통계","춘천 동물병원 진료비 진료비 비교","32","0","MEDIUM","SEO_READY","춘천 동물병원 진료비·가격 통계","춘천 동물병원 진료비 | 2025 공식 통계","춘천 동물병원 진료비","춘천 동물병원 진료비","P0"
"COST_REGION","강원특별자치도","원주시","","https://pet.dudle.co.kr/cost/gangwon/r-51130","원주 동물병원 진료비","원주 동물병원 진료비 2025 공식 통계","원주 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","원주 동물병원 진료비·가격 통계","원주 동물병원 진료비 | 2025 공식 통계","원주 동물병원 진료비","원주 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","강릉시","","https://pet.dudle.co.kr/cost/gangwon/r-51150","강릉 동물병원 진료비","강릉 동물병원 진료비 2025 공식 통계","강릉 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","강릉 동물병원 진료비·가격 통계","강릉 동물병원 진료비 | 2025 공식 통계","강릉 동물병원 진료비","강릉 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","동해시","","https://pet.dudle.co.kr/cost/gangwon/r-51170","동해 동물병원 진료비","동해 동물병원 진료비 2025 공식 통계","동해 동물병원 진료비 진료비 비교","25","0","MEDIUM","SEO_READY","동해 동물병원 진료비·가격 통계","동해 동물병원 진료비 | 2025 공식 통계","동해 동물병원 진료비","동해 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","태백시","","https://pet.dudle.co.kr/cost/gangwon/r-51190","태백 동물병원 진료비","태백 동물병원 진료비 2025 공식 통계","태백 동물병원 진료비 진료비 비교","28","0","MEDIUM","SEO_READY","태백 동물병원 진료비·가격 통계","태백 동물병원 진료비 | 2025 공식 통계","태백 동물병원 진료비","태백 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","속초시","","https://pet.dudle.co.kr/cost/gangwon/r-51210","속초 동물병원 진료비","속초 동물병원 진료비 2025 공식 통계","속초 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","속초 동물병원 진료비·가격 통계","속초 동물병원 진료비 | 2025 공식 통계","속초 동물병원 진료비","속초 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","삼척시","","https://pet.dudle.co.kr/cost/gangwon/r-51230","삼척 동물병원 진료비","삼척 동물병원 진료비 2025 공식 통계","삼척 동물병원 진료비 진료비 비교","26","0","MEDIUM","SEO_READY","삼척 동물병원 진료비·가격 통계","삼척 동물병원 진료비 | 2025 공식 통계","삼척 동물병원 진료비","삼척 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","홍천군","","https://pet.dudle.co.kr/cost/gangwon/r-51720","홍천군 동물병원 진료비","홍천군 동물병원 진료비 2025 공식 통계","홍천군 동물병원 진료비 진료비 비교","29","0","MEDIUM","SEO_READY","홍천군 동물병원 진료비·가격 통계","홍천군 동물병원 진료비 | 2025 공식 통계","홍천군 동물병원 진료비","홍천군 동물병원 진료비","P1"
"COST_REGION","강원특별자치도","횡성군","","https://pet.dudle.co.kr/cost/gangwon/r-51730","횡성군 동물병원 진료비","횡성군 동물병원 진료비 2025 공식 통계","횡성군 동물병원 진료비 진료비 비교","24","0","MEDIUM","SEO_READY","횡성군 동물병원 진료비·가격 통계","횡성군 동물병원 진료비 | 2025 공식 통계","횡성군 동물병원 진료비","횡성군 동물병원 진료비","P1"
